filename,width,height,class,xmin,ymin,xmax,ymax
read04_rgb_4_frame193_png.rf.030ae4662d6d388b2eade8821c162856.jpg,640,640,Reading,16,13,582,629
around04_rgb_2_frame11_png.rf.03933b989c186140c6bd6152c326df4b.jpg,640,640,Turning_Around,0,0,640,640
sleep04_rgb_1_frame17_png.rf.035c720a67776806976b90989672e210.jpg,640,640,Sleeping,8,0,630,640
forward20_rgb_1_frame278_png.rf.056fb3206946e99846b82d0ceabfc14b.jpg,640,640,Looking_Forward,14,7,630,613
around15_rgb_1_frame124_png.rf.0301898291cf51b91391e73c435646f6.jpg,640,640,Turning_Around,0,0,640,640
around12_rgb_2_frame198_png.rf.03afc10ca02b94b6a4f4375c10642034.jpg,640,640,Turning_Around,25,6,627,600
hand23_rgb_2_frame237_png.rf.04364aaf7ca7e228b557da0a88582ba3.jpg,640,640,Raising_Hand,16,4,623,610
forward10_rgb_4_frame128_png.rf.053359c8c968b5367f4cf538db39a491.jpg,640,640,Looking_Forward,11,8,617,617
sleep07_rgb_1_frame484_png.rf.03285b57856afce63cb2bc1621d0430b.jpg,640,640,Sleeping,21,11,597,610
sleep18_rgb_3_frame471_png.rf.048f4f67de5d7ccbed11057860a1054c.jpg,640,640,Sleeping,9,8,607,629
hand01_rgb_2_frame204_png.rf.052c549db65fd76e56e84999de755614.jpg,640,640,Raising_Hand,8,6,637,620
hand08_rgb_1_frame42_png.rf.051980cc4a0e20621b3f5ff8d8b3e267.jpg,640,640,Raising_Hand,10,62,640,596
sleep05_rgb_1_frame5_png.rf.0459d7936317b3d2b2d56870a3ef4bdc.jpg,640,640,Sleeping,11,22,640,634
forward20_rgb_1_frame295_png.rf.046345a5f8d5cd4c67028ac5a343f332.jpg,640,640,Looking_Forward,3,5,640,628
around04_rgb_2_frame7_png.rf.0619f75fd7c4a46a8a73ef0f3cfd3e6a.jpg,640,640,Turning_Around,2,0,640,635
read_01_rgb_1_frame12_png.rf.05f01ebdfe954c5d24d3a049177381f6.jpg,640,640,Reading,20,8,632,640
forward10_rgb_4_frame138_png.rf.06336f28e86e22eb3b32bdb715314d42.jpg,640,640,Looking_Forward,9,6,628,613
hand02_rgb_1_frame163_png.rf.05920aee6a5e3fd0fd14c3a8767bfffe.jpg,640,640,Raising_Hand,6,0,635,634
around07_rgb_1_frame20_png.rf.07026a3d75367fd7fe5dd34c4d8eae1e.jpg,640,640,Turning_Around,29,1,617,618
sleep11_rgb_1_frame391_png.rf.06601543b8890e65452ad6c822868260.jpg,640,640,Sleeping,8,37,637,626
hand01_rgb_2_frame199_png.rf.06cfed46242022027f7bffd6c75b0f45.jpg,640,640,Raising_Hand,0,12,631,619
sleep05_rgb_3_frame20_png.rf.07fd82d34a3cc009d560ab133b58d412.jpg,640,640,Sleeping,16,18,634,605
sleep01_rgb_3_frame129_png.rf.064c7fa5b034182e0ec5a86133b9ccf0.jpg,640,640,Sleeping,18,5,620,631
around16_rgb_1_frame162_png.rf.08024eb2d21a284070cd062b6266e541.jpg,640,640,Turning_Around,3,2,573,640
sleep05_rgb_3_frame13_png.rf.070ac29487a951c127603b3a7c40e6b3.jpg,640,640,Sleeping,29,17,621,586
hand06_rgb_1_frame107_png.rf.086580bc0c28a860111ab57913c2f1db.jpg,640,640,Raising_Hand,0,0,640,625
around06_rgb_1_frame112_png.rf.08362cddf4224385ba9d729800c88347.jpg,640,640,Turning_Around,35,0,580,628
forward20_rgb_1_frame122_png.rf.08c89fd3f86957efba1b983aa6e8b987.jpg,640,640,Looking_Forward,18,12,616,618
sleep05_rgb_1_frame205_png.rf.080f26cc0500699459f82a0e318dcd7f.jpg,640,640,Sleeping,18,20,589,635
hand02_rgb_2_frame181_png.rf.08fc8b4fc057bd4c2bf7bfebc3966ff1.jpg,640,640,Raising_Hand,20,20,640,620
read06_rgb_4_frame57_png.rf.035353cf8f8d17d74806ac27bd44a551.jpg,640,640,Reading,10,7,584,622
hand01_rgb_1_frame86_png.rf.08238452ccb76757a386b0f86263efee.jpg,640,640,Raising_Hand,3,10,603,637
read02_rgb_1_frame14_png.rf.08bcd1d11edef66b9ebaff1bd9873623.jpg,640,640,Reading,51,8,621,640
around02_rgb_1_frame119_png.rf.0970b772611241d0dcc61847c15e06f5.jpg,640,640,Turning_Around,38,7,626,628
forward12_rgb_1_frame244_png.rf.09693c7b9aa37712455e203b47bdf4f2.jpg,640,640,Looking_Forward,27,17,595,624
forward16_rgb_4_frame26_png.rf.084652b07d089a73e4cf27fc6ef5e637.jpg,640,640,Looking_Forward,16,6,638,623
read02_rgb_4_frame2_png.rf.080a935759f3c7f870eb30be5335762c.jpg,640,640,Reading,0,0,640,632
around11_rgb_1_frame261_png.rf.08f5283768cbc3cc0ccdb91b83384bad.jpg,640,640,Turning_Around,0,5,617,625
sleep30_rgb_1_frame13_png.rf.36897ba0b3a33bc839956d4674a46ce9.jpg,640,640,Sleeping,20,5,622,600
sleep03_rgb_3_frame218_png.rf.36c7a7d4db647f255197d28f95fbe642.jpg,640,640,Sleeping,23,3,611,599
forward03_rgb_1_frame156_png.rf.3aac410805427026ada9e8573280a739.jpg,640,640,Looking_Forward,40,13,635,634
forward02_rgb_4_frame36_png.rf.3889495a7cbf2c08e7b4b99d897ad104.jpg,640,640,Looking_Forward,0,0,634,622
forward20_rgb_1_frame113_png.rf.3a87ca3fd127d99ecd178b96ecee0ba9.jpg,640,640,Looking_Forward,19,14,612,623
forward07_rgb_3_frame6_png.rf.37e3fa233c9c6529da2a286dd6c725d9.jpg,640,640,Looking_Forward,10,7,621,612
sleep04_rgb_4_frame52_png.rf.390c9376471b37d6e276dd2ba09649fb.jpg,640,640,Sleeping,45,2,600,600
hand10_rgb_4_frame34_png.rf.3711fb0fae401bc905b1ee06189689b4.jpg,640,640,Raising_Hand,0,0,612,634
hand14_rgb_2_frame50_png.rf.38135f7f789bb0c0cb761bf8f00eed3c.jpg,640,640,Raising_Hand,5,1,640,640
hand01_rgb_1_frame72_png.rf.37ff0fbddb2618250307cd7654a36a49.jpg,640,640,Raising_Hand,5,3,633,620
sleep19_rgb_1_frame12_png.rf.3b12f25b614f645fb156a52ba4c7ad35.jpg,640,640,Sleeping,32,21,605,640
hand16_rgb_2_frame152_png.rf.364b19a6a9aae01f8b10c20ccb2e1438.jpg,640,640,Raising_Hand,0,0,631,628
around12_rgb_2_frame287_png.rf.3815aa0354aef89f1817d582532b14bf.jpg,640,640,Turning_Around,42,5,608,599
around09_rgb_1_frame60_png.rf.36e460c45bf9282dc63b45be037be13d.jpg,640,640,Turning_Around,15,5,631,618
around04_rgb_2_frame3_png.rf.3a4f7aedcfad94d6cba681a0fb889372.jpg,640,640,Turning_Around,12,4,627,635
sleep04_rgb_4_frame51_png.rf.39c6b5c3ff3c131dab365e738e5f6d0c.jpg,640,640,Sleeping,19,0,630,606
hand04_rgb_1_frame225_png.rf.38e01b68b20ad892706300670b80940e.jpg,640,640,Raising_Hand,7,8,640,572
forward20_rgb_1_frame139_png.rf.398f03b7031fcd8274ec189d1e7ec2f6.jpg,640,640,Looking_Forward,11,6,612,620
sleep05_rgb_3_frame3_png.rf.3a3dc7747545a5bd97bc5b520a07b81b.jpg,640,640,Sleeping,29,39,615,605
around12_rgb_2_frame187_png.rf.376377231c594df113d6bd0e97465111.jpg,640,640,Turning_Around,14,4,632,618
read17_rgb_2_frame102_png.rf.3b2091d065986fe2fac31e6f7bda245a.jpg,640,640,Reading,53,8,632,640
around05_rgb_4_frame102_png.rf.3b41ec2305cad6c0edcc71eb6b89a705.jpg,640,640,Turning_Around,26,11,596,625
hand02_rgb_1_frame177_png.rf.3b9eb24fd6ac65757901d487b7a3e666.jpg,640,640,Raising_Hand,28,4,620,623
read30_rgb_2_frame231_png.rf.38413715e8375e8f04d90b3915d8625d.jpg,640,640,Reading,56,11,618,640
hand03_rgb_1_frame25_png.rf.3ba352b5b7f8b9e2f5491fdd5f02d653.jpg,640,640,Raising_Hand,34,8,639,640
forward22_rgb_4_frame2_png.rf.3b3917d46dec648ecec273f098818ea8.jpg,640,640,Looking_Forward,18,1,619,640
sleep12_rgb_1_frame21_png.rf.39342c24c45453d0c66a6c4003a2ea73.jpg,640,640,Sleeping,33,21,606,608
sleep01_rgb_1_frame376_png.rf.38d27e0cf3d0b080f83b81d84ea9ab10.jpg,640,640,Sleeping,0,10,624,640
sleep04_rgb_1_frame20_png.rf.3b65c7ba330ff2d4ea3fec93f15afa3d.jpg,640,640,Sleeping,23,12,624,635
around02_rgb_1_frame121_png.rf.3b22a05f0faca4551d70f749b51fa21f.jpg,640,640,Turning_Around,9,5,637,640
hand21_rgb_1_frame77_png.rf.395031aceb03f5b8535d7cc4cf5b4b24.jpg,640,640,Raising_Hand,38,3,627,633
read30_rgb_2_frame163_png.rf.38bd478318471f6f171a03bd5eb28d89.jpg,640,640,Reading,0,0,640,640
hand29_rgb_3_frame105_png.rf.3b5893cba3db1eccb0331e9c102c323e.jpg,640,640,Raising_Hand,0,0,637,585
sleep21_rgb_3_frame290_png.rf.3bfb0ccbf00181936a25d0cbf9caea72.jpg,640,640,Sleeping,30,5,615,623
read02_rgb_1_frame56_png.rf.3d0a1d1884b4777820d7290644f9e912.jpg,640,640,Reading,0,0,640,640
read04_rgb_4_frame177_png.rf.3c06b182ea9c44f3631b0f26e275bd50.jpg,640,640,Reading,0,0,640,640
around03_rgb_1_frame226_png.rf.3e975e644efd0fe234920a37960e0912.jpg,640,640,Turning_Around,41,18,612,584
forward17_rgb_4_frame280_png.rf.3cf3bb27de21cf9c45b054616c92c708.jpg,640,640,Looking_Forward,15,4,631,609
hand23_rgb_2_frame238_png.rf.3d25fd6fa61ab3c32cf6fc677518f6c9.jpg,640,640,Raising_Hand,10,6,634,633
sleep03_rgb_3_frame182_png.rf.3dc83a253a7df46090b2686310005409.jpg,640,640,Sleeping,11,10,635,635
hand02_rgb_1_frame176_png.rf.3dc5c787ed70929ad60fcef52fc1276a.jpg,640,640,Raising_Hand,14,17,623,618
forward27_rgb_2_frame82_png.rf.3f33bbf197216ba10405f33160d98a9e.jpg,640,640,Looking_Forward,8,13,632,638
sleep12_rgb_1_frame22_png.rf.40edbb663ffcf6d9a59706c34cf4707d.jpg,640,640,Sleeping,37,10,607,612
sleep04_rgb_1_frame16_png.rf.3f554de017babc69681091dadd030453.jpg,640,640,Sleeping,5,13,635,640
around16_rgb_1_frame158_png.rf.3f8db4b4d2a5b3a7e0578c1b53f2953f.jpg,640,640,Turning_Around,5,0,640,617
sleep01_rgb_1_frame363_png.rf.40d48422ccb3bc23e745ca42efa96ca8.jpg,640,640,Sleeping,0,37,640,640
hand01_rgb_2_frame19_png.rf.40581cd0b022671a2fa8a252dc44f904.jpg,640,640,Raising_Hand,8,8,633,627
hand22_rgb_2_frame18_png.rf.3f961e6dfa8b8c6b5b98185a4704a361.jpg,640,640,Raising_Hand,14,1,627,613
forward13_rgb_1_frame289_png.rf.3f57a93db097da6dca73412b4f4156a3.jpg,640,640,Looking_Forward,25,10,599,618
around01_rgb_1_frame5_png.rf.3d75717de7a2c83478ffb08b04834766.jpg,640,640,Turning_Around,55,4,633,596
forward20_rgb_4_frame19_png.rf.4010caf64ca59bc4fb4ee7b0b5cfc6a6.jpg,640,640,Looking_Forward,10,13,625,640
read17_rgb_3_frame252_png.rf.3ea437280c646110a1b098aefb956fff.jpg,640,640,Reading,15,10,627,625
hand21_rgb_1_frame80_png.rf.40bfef2534b60e9f5b7ee51251e007d8.jpg,640,640,Raising_Hand,30,8,631,617
hand06_rgb_1_frame96_png.rf.3fd907bda5088b77be4a065aced9c6a6.jpg,640,640,Raising_Hand,0,0,635,610
forward16_rgb_4_frame22_png.rf.3f233b0c632af457b01ab00e00d50979.jpg,640,640,Looking_Forward,16,8,640,631
around15_rgb_1_frame125_png.rf.416649ce7b72d418ae7b67c65da86306.jpg,640,640,Turning_Around,15,6,622,640
sleep19_rgb_1_frame4_png.rf.414d5b34a801e3781f22d8e89b3e491d.jpg,640,640,Sleeping,47,24,619,634
around01_rgb_1_frame3_png.rf.3fd9d36bfd1efbef394e074cdad92fdd.jpg,640,640,Turning_Around,59,4,640,621
around02_rgb_1_frame2_png.rf.4128318f7e420dbd72a6da1edcc6acf8.jpg,640,640,Turning_Around,11,1,627,624
sleep07_rgb_1_frame479_png.rf.412be7b4cd872d4b58474317ab704904.jpg,640,640,Sleeping,9,12,610,601
read_01_rgb_1_frame22_png.rf.41e8797fdd7e45ab8a9df4ea4ab449d6.jpg,640,640,Reading,21,3,620,628
sleep01_rgb_3_frame125_png.rf.41beb283c06a57ad83a146879ad29279.jpg,640,640,Sleeping,21,11,630,623
hand06_rgb_1_frame101_png.rf.41b613b25fec9966067b7cee6d2a145d.jpg,640,640,Raising_Hand,0,0,640,620
forward03_rgb_1_frame5_png.rf.41ee43014eaa1dccaa690f41dd618eb0.jpg,640,640,Looking_Forward,28,7,622,640
read_01_rgb_1_frame9_png.rf.42701b0329acc0b700f2519710c93b9e.jpg,640,640,Reading,23,16,621,627
read_01_rgb_1_frame52_png.rf.4229066cf30f7039c5f5b8bdeba96a9b.jpg,640,640,Reading,28,18,609,623
around10_rgb_2_frame56_png.rf.42a0b7e5ae8f570f073b65fdbd227883.jpg,640,640,Turning_Around,0,0,638,640
sleep19_rgb_1_frame3_png.rf.432c38bd94fdf02c32a91368b8aa9a97.jpg,640,640,Sleeping,31,20,608,638
around10_rgb_2_frame54_png.rf.4387f38533c774d432ccbab2a44d5501.jpg,640,640,Turning_Around,0,0,640,640
forward20_rgb_1_frame277_png.rf.3ec03c1bbc186f289a7c11071ac898dd.jpg,640,640,Looking_Forward,26,7,630,619
sleep20_rgb_1_frame190_png.rf.44aefa6b6fd16cd5a1b9df4dc0367a96.jpg,640,640,Sleeping,21,0,586,640
forward20_rgb_1_frame292_png.rf.43c85237ea7d01b1268e079da2a74b77.jpg,640,640,Looking_Forward,13,11,628,614
forward09_rgb_4_frame25_png.rf.4477501aea5cbb8b1a670814fc51f3f1.jpg,640,640,Looking_Forward,9,6,622,623
sleep18_rgb_1_frame17_png.rf.428c1ee25acb21e4906fc7e154f7eac5.jpg,640,640,Sleeping,22,11,634,636
hand22_rgb_2_frame160_png.rf.45676f6405274021b22dd1aedec4bd16.jpg,640,640,Raising_Hand,6,1,617,614
sleep31_rgb_1_frame1_png.rf.43f135725d701ee8cd84cd9367bff7b3.jpg,640,640,Sleeping,19,4,628,608
forward16_rgb_4_frame19_png.rf.45043b56b8665fc1a1093cd45d2d81be.jpg,640,640,Looking_Forward,11,10,634,628
forward20_rgb_4_frame1_png.rf.45855d0bb73b852b270f04df7f0b62f8.jpg,640,640,Looking_Forward,18,7,627,618
sleep04_rgb_4_frame50_png.rf.471e73f3280a6862f483098636826c95.jpg,640,640,Sleeping,38,11,620,619
hand22_rgb_2_frame17_png.rf.443888220825a615d6715120332048f9.jpg,640,640,Raising_Hand,2,0,632,614
forward02_rgb_4_frame101_png.rf.45c2400ff7138949376ee2f8de6ca8e5.jpg,640,640,Looking_Forward,3,2,635,609
sleep03_rgb_3_frame167_png.rf.44da06f34b7c2fb9195137afcc580ab8.jpg,640,640,Sleeping,9,7,626,618
hand14_rgb_2_frame45_png.rf.42d19e42f51daaef7ea292a48ff030df.jpg,640,640,Raising_Hand,0,0,626,623
hand01_rgb_1_frame96_png.rf.4522af095353abdadaf6b26f061c945f.jpg,640,640,Raising_Hand,6,5,631,625
forward10_rgb_4_frame129_png.rf.46482c24b7ed45b0dfa7147c5b168903.jpg,640,640,Looking_Forward,12,8,634,622
forward17_rgb_4_frame273_png.rf.447f02317911d1a61c4dd92f044120b5.jpg,640,640,Looking_Forward,7,6,634,618
read04_rgb_4_frame122_png.rf.45f8935ca2da1990072a702a2fc2ee69.jpg,640,640,Reading,6,0,640,629
hand08_rgb_1_frame35_png.rf.47320231770eadb08e1a56d2a05dc45b.jpg,640,640,Raising_Hand,62,79,640,580
around16_rgb_1_frame189_png.rf.4655e36cc39a732f47c0c79ce4de0029.jpg,640,640,Turning_Around,34,0,617,623
hand22_rgb_2_frame149_png.rf.44d7b73b594f605516022ec74cef35a6.jpg,640,640,Raising_Hand,11,0,615,622
sleep03_rgb_3_frame169_png.rf.46fcef5c8b1e3f12d19e2e09801e6c3d.jpg,640,640,Sleeping,15,3,616,631
forward20_rgb_4_frame17_png.rf.474ef502018819bbf85bb3a0454fa0d1.jpg,640,640,Looking_Forward,12,9,622,640
around09_rgb_1_frame62_png.rf.474e63ed53b9c9a084fb345998129324.jpg,640,640,Turning_Around,37,4,629,617
sleep18_rgb_1_frame8_png.rf.473dfdae94cf1018b8059a480a9c239a.jpg,640,640,Sleeping,19,4,623,626
around03_rgb_1_frame27_png.rf.4784d2ce6c97ebc3b2140db87778efef.jpg,640,640,Turning_Around,14,0,618,604
around03_rgb_1_frame96_png.rf.47ca5a9a4d7a16c4ea616f3bf3b148ac.jpg,640,640,Turning_Around,37,0,557,632
hand21_rgb_1_frame75_png.rf.47e494044de8e8ee266ae162e9af4c52.jpg,640,640,Raising_Hand,37,7,629,625
hand13_rgb_1_frame142_png.rf.479372a275cb050ab54da3fcfeab9b01.jpg,640,640,Raising_Hand,13,5,621,625
hand10_rgb_4_frame36_png.rf.4840ab9d31bc56965e4cbe6ef2ac3e8e.jpg,640,640,Raising_Hand,0,0,612,634
read02_rgb_1_frame15_png.rf.47c36cf52505347078624b74c788add6.jpg,640,640,Reading,33,7,619,640
around15_rgb_1_frame121_png.rf.496e5e1fcfc5616341ff5171505b3723.jpg,640,640,Turning_Around,0,0,640,640
around02_rgb_1_frame127_png.rf.47e822611f51a733f7cb1d9eaa1f04a6.jpg,640,640,Turning_Around,24,4,626,613
forward16_rgb_4_frame6_png.rf.4818ad15fdcf26d1569dc66a3709d9ed.jpg,640,640,Looking_Forward,19,10,630,622
hand14_rgb_2_frame39_png.rf.4802adaeb71936d38ed8f3c81539dc00.jpg,640,640,Raising_Hand,10,9,635,608
sleep04_rgb_1_frame21_png.rf.4924fc484b8aff5a343f43182b751872.jpg,640,640,Sleeping,9,7,625,638
sleep18_rgb_1_frame21_png.rf.488899cc336a59b8c5af1a5ecfe5d15b.jpg,640,640,Sleeping,18,25,631,632
around11_rgb_1_frame263_png.rf.4a1ef0c736d0bdc65caeff0666122ba2.jpg,640,640,Turning_Around,20,16,608,620
forward03_rgb_1_frame176_png.rf.4976e924b0660875cb5450fe48d4bbb1.jpg,640,640,Looking_Forward,14,3,619,638
sleep12_rgb_1_frame20_png.rf.4aa689f0f8177de186c7df5ff2ac831e.jpg,640,640,Sleeping,31,34,621,617
hand16_rgb_2_frame52_png.rf.4972c0cba543ae4b0a7b2fa8644ed224.jpg,640,640,Raising_Hand,0,0,634,626
around03_rgb_1_frame245_png.rf.4af03daf5188cf37fb9416299fc4048d.jpg,640,640,Turning_Around,70,22,580,562
forward13_rgb_1_frame267_png.rf.4a4cdc1f77dab67c0925bad6f3532915.jpg,640,640,Looking_Forward,10,8,614,637
sleep07_rgb_1_frame492_png.rf.4a085cbaba71fba5fe92d31361966a0d.jpg,640,640,Sleeping,6,2,604,640
hand10_rgb_4_frame28_png.rf.49edcb46f036fcb8663c1b5690258e9f.jpg,640,640,Raising_Hand,0,0,600,640
hand22_rgb_2_frame147_png.rf.4adc8c53dc3f08ae703bf752eb4293b1.jpg,640,640,Raising_Hand,7,0,622,627
forward16_rgb_4_frame2_png.rf.4894cf96c73c360fcb808552269be002.jpg,640,640,Looking_Forward,7,2,626,636
read10_rgb_3_frame154_png.rf.4ad639254cec29ebd2d04224bebb1ada.jpg,640,640,Reading,22,6,631,623
hand16_rgb_1_frame87_png.rf.45e313d78c19b9378668a6422fb4746c.jpg,640,640,Raising_Hand,0,0,640,640
around03_rgb_1_frame87_png.rf.4790342e60071c2eefe627a5b5d641df.jpg,640,640,Turning_Around,33,4,588,624
forward01_rgb_2_frame120_png.rf.4acf384713f601421bd0a857508f4c2b.jpg,640,640,Looking_Forward,3,2,637,638
sleep14_rgb_1_frame14_png.rf.4a94cd5093f5b23dcb26524a88d67aa3.jpg,640,640,Sleeping,4,1,607,599
sleep03_rgb_3_frame222_png.rf.4bd30b29c2a8ba2e7e532dbc21f17c80.jpg,640,640,Sleeping,15,7,620,605
around06_rgb_1_frame114_png.rf.4afb0d0fcca730f4cb1eaaef5a4b5a45.jpg,640,640,Turning_Around,31,3,616,628
hand21_rgb_1_frame60_png.rf.4cc1b96dc7020d3afffa7ffe92e11e59.jpg,640,640,Raising_Hand,20,16,623,617
forward09_rgb_4_frame5_png.rf.4aaf04299dff8e581324056a4a6d60bf.jpg,640,640,Looking_Forward,5,4,631,628
hand29_rgb_3_frame157_png.rf.4d0e2e489980b3a317e80260df21130e.jpg,640,640,Raising_Hand,0,0,640,566
read25_rgb_2_frame58_png.rf.4b7f154fd691ccd50a01493d682933e6.jpg,640,640,Reading,12,9,628,626
around15_rgb_1_frame119_png.rf.4e7ad4d83e60d54a2e3f4425d723abe6.jpg,640,640,Turning_Around,5,0,640,640
hand21_rgb_1_frame82_png.rf.4c78efffda4d441747ae809c65c23501.jpg,640,640,Raising_Hand,17,6,626,640
hand03_rgb_1_frame24_png.rf.4dea1d28425c98dc8fb0543fb9287e6c.jpg,640,640,Raising_Hand,25,9,640,633
hand21_rgb_1_frame72_png.rf.4dd894ee5def665ea09a7bb390cfddae.jpg,640,640,Raising_Hand,9,11,634,631
read04_rgb_4_frame138_png.rf.4ba1ee9b0fb12fe8149921c4e0990fde.jpg,640,640,Reading,0,0,589,635
forward07_rgb_1_frame150_png.rf.4db3f12f498fb8b6398b102f62523d38.jpg,640,640,Looking_Forward,11,6,627,627
sleep05_rgb_1_frame14_png.rf.4c3c8b0ee9ad9a3c5a1b2bbfa64ee5e0.jpg,640,640,Sleeping,22,34,616,633
forward22_rgb_4_frame17_png.rf.4f3defb5ec13256c530ec65e37718343.jpg,640,640,Looking_Forward,18,9,616,637
read30_rgb_2_frame172_png.rf.4f3ae9dbf7c702c981478f86e2698396.jpg,640,640,Reading,11,3,627,640
sleep04_rgb_1_frame5_png.rf.4d630f09ec999ff666aaa14378376bb7.jpg,640,640,Sleeping,21,5,623,640
hand10_rgb_4_frame23_png.rf.4edcf9215e911cc3320a445e233b4ad4.jpg,640,640,Raising_Hand,0,0,625,626
sleep31_rgb_1_frame11_png.rf.4dc9b9f6e4ca21ac5c330804c1648fb1.jpg,640,640,Sleeping,22,12,618,606
hand03_rgb_1_frame18_png.rf.4d96cd756442c80a9ade2075b09d1023.jpg,640,640,Raising_Hand,13,0,640,640
around02_rgb_1_frame67_png.rf.4ee71384e1b9e3a8b90edccacdf0a8df.jpg,640,640,Turning_Around,27,11,621,598
hand29_rgb_3_frame171_png.rf.4f3264437789dee7d4bd349ce95ad8de.jpg,640,640,Raising_Hand,3,3,632,623
sleep03_rgb_3_frame223_png.rf.5011ba97473f6d92ede4a6d05d09f715.jpg,640,640,Sleeping,13,8,606,624
around05_rgb_2_frame216_png.rf.4eea3a434d78b973ac1099c526301293.jpg,640,640,Turning_Around,37,4,635,626
forward20_rgb_1_frame154_png.rf.505fc8b7b98579fb64fab56ad08454a8.jpg,640,640,Looking_Forward,13,5,625,620
read10_rgb_3_frame160_png.rf.4cc763fa36639139692941d0f84a0dab.jpg,640,640,Reading,30,8,631,629
around06_rgb_1_frame97_png.rf.4c6f6263e1842c96a5bb9917d78c5ac3.jpg,640,640,Turning_Around,21,0,609,596
around06_rgb_1_frame117_png.rf.4f6412e3e1c8174fe34474e6073d8afd.jpg,640,640,Turning_Around,42,3,594,606
read11_rgb_1_frame22_png.rf.4f5605e1a4ed92b4775ad72c9da441ff.jpg,640,640,Reading,0,0,640,640
hand01_rgb_2_frame205_png.rf.5021b9bbb7c895d4f9cbf7bc7b5d9f52.jpg,640,640,Raising_Hand,12,7,621,613
sleep21_rgb_3_frame308_png.rf.50ef00989dc7c0ae3fd89ebf2a9c3e4a.jpg,640,640,Sleeping,56,9,603,626
around11_rgb_1_frame255_png.rf.4c310256147790b4efc6cf2d36dc0da3.jpg,640,640,Turning_Around,0,0,608,640
read04_rgb_4_frame129_png.rf.505ea025e5cfe66155baa24fce12e665.jpg,640,640,Reading,0,0,632,633
forward13_rgb_1_frame273_png.rf.51b749bee1265eda666009de6fb129e9.jpg,640,640,Looking_Forward,10,6,618,635
read02_rgb_1_frame53_png.rf.518a0ff25a5f184aff54ab7f7adda866.jpg,640,640,Reading,0,0,640,640
forward20_rgb_4_frame4_png.rf.52bc9a6b3e85a450318343d2c3edf90e.jpg,640,640,Looking_Forward,19,11,591,640
read02_rgb_4_frame7_png.rf.52a9447a686e7c18f2321770240b836d.jpg,640,640,Reading,0,0,640,640
around03_rgb_1_frame247_png.rf.52f8654fc92fc300835c0206532af993.jpg,640,640,Turning_Around,33,0,600,583
around12_rgb_2_frame218_png.rf.5113b0cddef85608dc4c641b5dbada41.jpg,640,640,Turning_Around,34,2,614,628
around12_rgb_2_frame285_png.rf.51c321c253472d9dc4eec8fa65d0ba23.jpg,640,640,Turning_Around,20,5,599,598
sleep02_rgb_3_frame211_png.rf.51aaac3ddb3942abefb7a13b80bda3c9.jpg,640,640,Sleeping,16,14,623,612
sleep20_rgb_1_frame205_png.rf.5218f7339321404cdeb0e1d65e815ca4.jpg,640,640,Sleeping,4,6,608,632
